ts,mem_percent_lag_0,mem_percent_lag_1,mem_percent_lag_3,mem_percent_lag_5,mem_percent_lag_10,mem_percent_lag_20,mem_percent_roll_mean,mem_percent_roll_std,mem_percent_roll_max,mem_percent_roll_min,mem_percent_delta,mem_percent_ewma_fast,mem_percent_ewma_slow,mem_percent_trend,mem_percent_headroom,mem_percent_level_x_vol,mem_percent_slope_x_vol,mem_percent_steps_to_saturation,mem_percent_zscore_local,cpu_percent_now,disk_percent_now,hour,minute,second_of_minute,dayofweek,__target__
2026-07-17 15:21:07,70.9,70.8,70.6,70.6,70.5,72.4,70.64,0.13498971154172199,70.9,70.5,0.10000000000000853,70.80340633373707,70.8236664202082,-0.02026008647112576,29.099999999999994,9.57077054830809,0.01349897115417335,290.99999999997516,1.9260727134722821,5.4,85.8,15.0,21.0,7.0,4.0,71.6
2026-07-17 15:21:10,71.6,70.9,70.6,70.7,70.5,72.3,70.75,0.3240370349202403,71.6,70.5,0.6999999999999886,71.20170316686853,70.96481798017034,0.23688518669818848,28.400000000000006,23.201051700289202,0.2268259244441645,40.57142857142924,2.6231569493567815,4.3,85.8,15.0,21.0,10.0,4.0,72.3
2026-07-17 15:21:13,72.3,71.6,70.8,70.6,70.5,72.4,70.92999999999999,0.5735852159879239,72.3,70.5,0.7000000000000028,71.75085158343427,71.2075783474121,0.5432732360221735,27.700000000000003,41.470211115926894,0.40150965119154836,39.57142857142841,2.3884855498591655,3.6,85.8,15.0,21.0,13.0,4.0,72.4
2026-07-17 15:21:16,72.4,72.3,70.9,70.6,70.5,72.3,71.12,0.7130529043797355,72.4,70.6,0.10000000000000853,72.07542579171714,71.42438228424626,0.6510435074708738,27.599999999999994,51.625030277092854,0.07130529043797962,275.9999999999764,1.79509822081636,13.2,85.8,15.0,21.0,16.0,4.0,72.4
2026-07-17 15:21:19,72.4,72.4,71.6,70.8,70.7,72.3,71.28999999999999,0.7992357460585234,72.4,70.6,0.0,72.23771289585858,71.60176732347422,0.6359455723843581,27.599999999999994,57.864668014637104,0.0,551.9999999999999,1.388826770416666,13.0,85.8,15.0,21.0,19.0,4.0,71.4
2026-07-17 15:21:22,71.4,72.4,72.3,70.9,70.6,72.3,71.37,0.7616502551112702,72.4,70.6,-1.0,71.81885644792929,71.56508235556981,0.25377409235947823,28.599999999999994,54.38182821494469,-0.7616502551112702,571.9999999999999,0.039388157226597935,14.7,85.8,15.0,21.0,22.0,4.0,70.5
2026-07-17 15:21:25,70.5,71.4,72.4,71.6,70.7,72.3,71.35,0.7835106182361787,72.4,70.5,-0.9000000000000057,71.15942822396465,71.37143101819348,-0.21200279422882318,29.5,55.2374985856506,-0.7051595564125653,590.0,-1.0848608560194053,14.0,85.8,15.0,21.0,25.0,4.0,70.5
2026-07-17 15:21:28,70.5,70.5,72.4,72.3,70.6,72.3,71.34,0.7947046970765326,72.4,70.5,0.0,70.82971411198233,71.21298901488557,-0.3832749029032385,29.5,56.026681143895544,0.0,590.0,-1.0569963951265142,14.4,85.8,15.0,21.0,28.0,4.0,70.4
2026-07-17 15:21:31,70.4,70.5,71.4,72.4,70.6,70.8,71.32,0.8175845182269468,72.4,70.4,-0.09999999999999432,70.61485705599117,71.06517283036091,-0.45031577436974146,29.599999999999994,57.557950083177055,-0.08175845182269004,591.9999999999999,-1.1252659260172195,26.1,85.8,15.0,21.0,31.0,4.0,70.7
2026-07-17 15:21:34,70.7,70.4,70.5,72.4,70.8,70.6,71.31,0.8252272414310754,72.4,70.4,0.29999999999999716,70.65742852799559,70.99877777029529,-0.34134924229969954,29.299999999999997,58.343565969177035,0.24756817242932028,97.66666666666758,-0.7391903337342116,26.7,85.8,15.0,21.0,34.0,4.0,71.3
2026-07-17 15:21:37,71.3,70.7,70.5,71.4,70.9,70.5,71.35,0.8127456893490743,72.4,70.4,0.5999999999999943,70.9787142639978,71.05354544842342,-0.07483118442561931,28.700000000000003,57.948767650589,0.48764741360944,47.83333333333379,-0.06151985873962865,29.2,85.8,15.0,21.0,37.0,4.0,72.0
